doc_id;babelSynsetID;fragment;count
2017-RLGS;bn:00115235r;particularly;2
2017-RLGS;bn:00115428r;formally;1
2017-RLGS;bn:00115474r;fully;1
2017-RLGS;bn:00115599r;hardly;1
2017-RLGS;bn:00116331r;necessarily;1
2017-RLGS;bn:00116424r;regularly;2
2017-RLGS;bn:00116658r;possibly;1
2017-RLGS;bn:00117172r;successfully;1
2017-RLGS;bn:00119381n;cmp;40
2017-RLGS;bn:00136611n;ers;1
2017-RLGS;bn:00206434n;situation analysis;1
2017-RLGS;bn:00207550n;research group;1
2017-RLGS;bn:00212740n;state machine;13
2017-RLGS;bn:00271050n;wfmc;1
2017-RLGS;bn:00285559n;business process modeling;1
2017-RLGS;bn:00308555n;finite set;1
2017-RLGS;bn:00397107n;graph theory;3
2017-RLGS;bn:00440270n;pattern recognition;1
2017-RLGS;bn:00444440n;gif;1
2017-RLGS;bn:00507789n;validation and verification;1
2017-RLGS;bn:00559082n;event processing;2
2017-RLGS;bn:00612059n;specification language;4
2017-RLGS;bn:00625366n;springer;1
2017-RLGS;bn:00664225n;emergency plan;3
2017-RLGS;bn:00750207n;system dynamic;1
2017-RLGS;bn:00751228n;papyrus;2
2017-RLGS;bn:00912901n;process modeling;9
2017-RLGS;bn:00923179n;business intelligence;2
2017-RLGS;bn:00964536n;substates;41
2017-RLGS;bn:00967298n;rescue team;1
2017-RLGS;bn:01027542n;information source;1
2017-RLGS;bn:01096526n;business rule;2
2017-RLGS;bn:01111471n;ibm;8
2017-RLGS;bn:01128895n;statecharts;93
2017-RLGS;bn:01157392n;open source;3
2017-RLGS;bn:01190125n;scenario;11
2017-RLGS;bn:01215969n;cmp;1
2017-RLGS;bn:01216038n;e1;3
2017-RLGS;bn:01256985n;milestones;1
2017-RLGS;bn:01283920n;goal modeling;1
2017-RLGS;bn:01384947n;declarative language;1
2017-RLGS;bn:01510781n;management systems;2
2017-RLGS;bn:01541423n;input and output;1
2017-RLGS;bn:01557438n;petri net;4
2017-RLGS;bn:01561480n;modeling and simulation;2
2017-RLGS;bn:01572262n;object management group;1
2017-RLGS;bn:01584863n;rigidity;1
2017-RLGS;bn:01726237n;hierarchical state machine;2
2017-RLGS;bn:01745594n;pdf;1
2017-RLGS;bn:01849259n;gartner;3
2017-RLGS;bn:01882529n;incremental design;1
2017-RLGS;bn:01918343n;formal specification;1
2017-RLGS;bn:01942529n;product state;3
2017-RLGS;bn:02048349n;process analysis;3
2017-RLGS;bn:02057536n;operational semantics;2
2017-RLGS;bn:02181417n;isis papyrus;2
2017-RLGS;bn:02198241n;reachability;1
2017-RLGS;bn:02293887n;goal orientation;1
2017-RLGS;bn:02347170n;emergency state;2
2017-RLGS;bn:02370529n;bpmn;2
2017-RLGS;bn:02405372n;sct;2
2017-RLGS;bn:02409340n;process optimization;1
2017-RLGS;bn:02410789n;process design;2
2017-RLGS;bn:02412562n;papyrus platform;1
2017-RLGS;bn:02429462n;high level design;1
2017-RLGS;bn:02438777n;volunteers;1
2017-RLGS;bn:02450977n;knowledge discovery;1
2017-RLGS;bn:02464867n;business information;1
2017-RLGS;bn:02491398n;galois lattice;2
2017-RLGS;bn:02567097n;model checking;1
2017-RLGS;bn:02569818n;temporal logic;1
2017-RLGS;bn:02596451n;noter;1
2017-RLGS;bn:02612327n;edges;2
2017-RLGS;bn:02617983n;devoir;2
2017-RLGS;bn:02627321n;activity diagrams;1
2017-RLGS;bn:02631373n;objectif;4
2017-RLGS;bn:02747677n;ibm rational;1
2017-RLGS;bn:02788029n;business process;3
2017-RLGS;bn:02824399n;reactive systems;7
2017-RLGS;bn:02825036n;modeling languages;1
2017-RLGS;bn:02836923n;crisis management;10
2017-RLGS;bn:02890001n;road safety;1
2017-RLGS;bn:03086504n;complex system;1
2017-RLGS;bn:03120638n;transition systems;6
2017-RLGS;bn:03127800n;management process;32
2017-RLGS;bn:03149059n;predictive analysis;1
2017-RLGS;bn:03155334n;system design;2
2017-RLGS;bn:03169365n;xpdl;1
2017-RLGS;bn:03181403n;alloy analyzer;1
2017-RLGS;bn:03201079n;order of;1
2017-RLGS;bn:03238389n;decision support;1
2017-RLGS;bn:03243675n;content analytics;1
2017-RLGS;bn:03251267n;supply;6
2017-RLGS;bn:03258358n;yawl;1
2017-RLGS;bn:03298514n;flexibility;3
2017-RLGS;bn:03309733n;optimization;2
2017-RLGS;bn:03316952n;road traffic control;3
2017-RLGS;bn:03335997n;city;4
2017-RLGS;bn:03348716n;state transition;10
2017-RLGS;bn:03387425n;abstraction levels;1
2017-RLGS;bn:03391624n;new state;1
2017-RLGS;bn:03423313n;recommendations;2
2017-RLGS;bn:03424268n;product life cycle;1
2017-RLGS;bn:03429478n;scenario planning;1
2017-RLGS;bn:03442265n;com;7
2017-RLGS;bn:03454091n;ws3;4
2017-RLGS;bn:03489274n;pt1;5
2017-RLGS;bn:03491438n;process mining;3
2017-RLGS;bn:03491808n;automated control systems;1
2017-RLGS;bn:03518372n;clustering algorithms;2
2017-RLGS;bn:03537096n;case management;4
2017-RLGS;bn:03558977n;process specification;2
2017-RLGS;bn:03621913n;simulator game;1
2017-RLGS;bn:03644019n;structured design;1
2017-RLGS;bn:03656095n;superstate;7
2017-RLGS;bn:03660202n;state explosion problem;2
2017-RLGS;bn:03684673n;best practice;1
2017-RLGS;bn:03731398n;transition state;1
2017-RLGS;bn:03786890n;body of knowledge;1
2017-RLGS;bn:03834514n;cold start;1
2017-RLGS;bn:03854174n;empty set;2
2017-RLGS;bn:03877802n;knowledge workers;2
2017-RLGS;bn:03878423n;ibm rational rhapsody;2
2017-RLGS;bn:03883152n;stakeholders;1
2017-RLGS;bn:03897980n;product design;1
2017-RLGS;bn:14129873n;formal analysis;2
2017-RLGS;bn:14223782n;large number;1
2017-RLGS;bn:14305547n;infor;1
2017-RLGS;bn:14503132n;exe;1
2017-RLGS;bn:15042832n;heure;4
2017-RLGS;bn:15125301n;system;53
2017-RLGS;bn:15451416n;yakindu statechart tools;1
2017-RLGS;bn:15703574n;state space;1
2017-RLGS;bn:16734104n;social network;1
2017-RLGS;bn:17206640n;design time;1
2017-RZ;bn:00000318n;ability;5
2017-RZ;bn:00000550n;academia;1
2017-RZ;bn:00000551n;faculty member;2
2017-RZ;bn:00000725n;skills;2
2017-RZ;bn:00000870n;success;1
2017-RZ;bn:00001426n;governance;91
2017-RZ;bn:00001961n;authority;5
2017-RZ;bn:00002355n;al;4
2017-RZ;bn:00002740n;alignment;6
2017-RZ;bn:00003798n;analysis;1
2017-RZ;bn:00003840n;anarchy;11
2017-RZ;bn:00004352n;announcements;1
2017-RZ;bn:00005095n;application;15
2017-RZ;bn:00005105n;technology;14
2017-RZ;bn:00005418n;archetypes;15
2017-RZ;bn:00005435n;designer;1
2017-RZ;bn:00005442n;architecture;3
2017-RZ;bn:00005513n;area;8
2017-RZ;bn:00005863n;arrangement;1
2017-RZ;bn:00006504n;assets;2
2017-RZ;bn:00007020n;attention;2
2017-RZ;bn:00007287n;authors;3
2017-RZ;bn:00007985n;study;6
2017-RZ;bn:00008051n;correspondence;1
2017-RZ;bn:00008794n;infrastructure;15
2017-RZ;bn:00009657n;behavior;8
2017-RZ;bn:00011888n;bologna;3
2017-RZ;bn:00012681n;head;2
2017-RZ;bn:00014137n;business;45
2017-RZ;bn:00014732n;standardization;2
2017-RZ;bn:00015625n;stockholm;1
2017-RZ;bn:00016287n;implementation;6
2017-RZ;bn:00016307n;x axis;2
2017-RZ;bn:00016413n;type;1
2017-RZ;bn:00017124n;core;11
2017-RZ;bn:00017153n;focus;2
2017-RZ;bn:00017196n;centralization;3
2017-RZ;bn:00017368n;certificate;1
2017-RZ;bn:00017732n;chapter;1
2017-RZ;bn:00019073n;cid;12
2017-RZ;bn:00019285n;citizens;4
2017-RZ;bn:00019374n;government employees;1
2017-RZ;bn:00019763n;customer;19
2017-RZ;bn:00020452n;process;60
2017-RZ;bn:00020982n;commerce;1
2017-RZ;bn:00021015n;executive committees;1
2017-RZ;bn:00021221n;communication;18
2017-RZ;bn:00021239n;compensation;1
2017-RZ;bn:00021248n;community;21
2017-RZ;bn:00021383n;complexity;1
2017-RZ;bn:00021394n;factor;2
2017-RZ;bn:00021464n;computer;1
2017-RZ;bn:00021483n;storage;1
2017-RZ;bn:00021497n;software;6
2017-RZ;bn:00021547n;concept;12
2017-RZ;bn:00021551n;innovation;15
2017-RZ;bn:00021769n;conflict;1
2017-RZ;bn:00021961n;results;22
2017-RZ;bn:00022007n;integration;5
2017-RZ;bn:00022095n;consumer;1
2017-RZ;bn:00022282n;planner;1
2017-RZ;bn:00022379n;transport;1
2017-RZ;bn:00022452n;cooperation;5
2017-RZ;bn:00022991n;creation;15
2017-RZ;bn:00023236n;state;3
2017-RZ;bn:00023295n;curriculum;1
2017-RZ;bn:00023659n;creativity;1
2017-RZ;bn:00023853n;criteria;7
2017-RZ;bn:00024712n;network;12
2017-RZ;bn:00025331n;information systems;2
2017-RZ;bn:00025691n;decentralization;12
2017-RZ;bn:00025693n;decision making;41
2017-RZ;bn:00025913n;lack;4
2017-RZ;bn:00025928n;definition;3
2017-RZ;bn:00026107n;demand;1
2017-RZ;bn:00026625n;details;1
2017-RZ;bn:00026748n;devoir;1
2017-RZ;bn:00026980n;education;18
2017-RZ;bn:00027152n;dimension;1
2017-RZ;bn:00027459n;disk storage;1
2017-RZ;bn:00027523n;treatment;1
2017-RZ;bn:00028142n;domain;6
2017-RZ;bn:00029239n;responsibilities;4
2017-RZ;bn:00029292n;dynamic;1
2017-RZ;bn:00029296n;dynamics;1
2017-RZ;bn:00029670n;economic growth;2
2017-RZ;bn:00029687n;ecosystem;5
2017-RZ;bn:00029806n;student;7
2017-RZ;bn:00029813n;educational program;1
2017-RZ;bn:00029876n;effectiveness;5
2017-RZ;bn:00030122n;voter;1
2017-RZ;bn:00030406n;ellipse;2
2017-RZ;bn:00030609n;empirical study;2
2017-RZ;bn:00030721n;goal;30
2017-RZ;bn:00030747n;risk;3
2017-RZ;bn:00030839n;enforcement;1
2017-RZ;bn:00030844n;participation;1
2017-RZ;bn:00031009n;initiative;2
2017-RZ;bn:00031027n;entities;6
2017-RZ;bn:00031654n;respect;1
2017-RZ;bn:00031712n;right;3
2017-RZ;bn:00031973n;evaluation;2
2017-RZ;bn:00032060n;evolution;1
2017-RZ;bn:00032100n;example;1
2017-RZ;bn:00032179n;senior management;1
2017-RZ;bn:00032180n;executives;2
2017-RZ;bn:00032306n;experience;6
2017-RZ;bn:00032322n;expert;3
2017-RZ;bn:00033729n;way;20
2017-RZ;bn:00033854n;fear;1
2017-RZ;bn:00033948n;feedback;2
2017-RZ;bn:00034369n;fig;3
2017-RZ;bn:00035430n;hydraulics;1
2017-RZ;bn:00035771n;military organizations;1
2017-RZ;bn:00035907n;kind;1
2017-RZ;bn:00036197n;framework;13
2017-RZ;bn:00036202n;france;1
2017-RZ;bn:00036821n;gs;1
2017-RZ;bn:00037008n;delivery;1
2017-RZ;bn:00041942n;group;8
2017-RZ;bn:00041948n;group meeting;1
2017-RZ;bn:00041961n;groupware;1
2017-RZ;bn:00042550n;styler;1
2017-RZ;bn:00042833n;human resources;1
2017-RZ;bn:00043358n;health;1
2017-RZ;bn:00044017n;hierarchy;1
2017-RZ;bn:00044018n;hierarchical organizations;1
2017-RZ;bn:00044107n;higher education;4
2017-RZ;bn:00044576n;man;1
2017-RZ;bn:00044916n;server;2
2017-RZ;bn:00045161n;relationships;3
2017-RZ;bn:00045632n;theory;13
2017-RZ;bn:00045800n;idea;5
2017-RZ;bn:00046192n;improvement;2
2017-RZ;bn:00046516n;individuals;9
2017-RZ;bn:00046576n;industry;1
2017-RZ;bn:00046704n;documentation;1
2017-RZ;bn:00046705n;information;10
2017-RZ;bn:00046713n;information technology;3
2017-RZ;bn:00046945n;instantiation;3
2017-RZ;bn:00047017n;integrity;1
2017-RZ;bn:00047021n;reason;3
2017-RZ;bn:00047114n;version;2
2017-RZ;bn:00047181n;interoperability;6
2017-RZ;bn:00047208n;asking the question;1
2017-RZ;bn:00047358n;investments;7
2017-RZ;bn:00048655n;laws;4
2017-RZ;bn:00049181n;sweden;4
2017-RZ;bn:00049551n;lab;1
2017-RZ;bn:00049573n;project;15
2017-RZ;bn:00050255n;law enforcement;1
2017-RZ;bn:00051538n;literature;3
2017-RZ;bn:00051845n;logic;3
2017-RZ;bn:00052815n;post;3
2017-RZ;bn:00052911n;makers;11
2017-RZ;bn:00053107n;marriage;1
2017-RZ;bn:00053116n;management;27
2017-RZ;bn:00053823n;change;1
2017-RZ;bn:00054019n;measurement;9
2017-RZ;bn:00054972n;officer;1
2017-RZ;bn:00055624n;monarchy;10
2017-RZ;bn:00056037n;motivation;2
2017-RZ;bn:00056162n;proposer;3
2017-RZ;bn:00056749n;openness;1
2017-RZ;bn:00057017n;environment;9
2017-RZ;bn:00057546n;news;1
2017-RZ;bn:00058285n;number;2
2017-RZ;bn:00058495n;observation;1
2017-RZ;bn:00059170n;public opinion;2
2017-RZ;bn:00059480n;organizations;157
2017-RZ;bn:00059958n;owners;3
2017-RZ;bn:00060798n;participant;3
2017-RZ;bn:00061450n;people;7
2017-RZ;bn:00062699n;situation;1
2017-RZ;bn:00062759n;plan;1
2017-RZ;bn:00062900n;platform;3
2017-RZ;bn:00063330n;policy;11
2017-RZ;bn:00063331n;policy makers;9
2017-RZ;bn:00063584n;public;2
2017-RZ;bn:00063659n;portals;2
2017-RZ;bn:00063807n;post modern;3
2017-RZ;bn:00063940n;power;10
2017-RZ;bn:00064594n;production;18
2017-RZ;bn:00064599n;productivity;1
2017-RZ;bn:00065542n;quality of life;3
2017-RZ;bn:00065899n;radio;7
2017-RZ;bn:00066414n;reality;1
2017-RZ;bn:00066608n;rectangle;4
2017-RZ;bn:00066741n;reduction;1
2017-RZ;bn:00067253n;reputation;2
2017-RZ;bn:00067280n;research;5
2017-RZ;bn:00067519n;tax;1
2017-RZ;bn:00067807n;rights;4
2017-RZ;bn:00068417n;router;1
2017-RZ;bn:00069579n;strategy;7
2017-RZ;bn:00069670n;science;2
2017-RZ;bn:00070206n;sector;13
2017-RZ;bn:00070363n;self organization;4
2017-RZ;bn:00070651n;service;41
2017-RZ;bn:00071869n;state of affairs;1
2017-RZ;bn:00072545n;social science;1
2017-RZ;bn:00072566n;society;8
2017-RZ;bn:00073217n;specification;1
2017-RZ;bn:00073699n;team;6
2017-RZ;bn:00074152n;steering committee;2
2017-RZ;bn:00074963n;subscription;1
2017-RZ;bn:00075170n;sun;1
2017-RZ;bn:00076374n;telecommunication;2
2017-RZ;bn:00077270n;time;3
2017-RZ;bn:00079511n;value;8
2017-RZ;bn:00080772n;www;3
2017-RZ;bn:00080778n;web page;1
2017-RZ;bn:00082215v;adapted;2
2017-RZ;bn:00082225v;fulfilled;1
2017-RZ;bn:00082226v;achieve;9
2017-RZ;bn:00082285v;act;1
2017-RZ;bn:00082313v;motivating;2
2017-RZ;bn:00082370v;include;10
2017-RZ;bn:00082379v;adopted;14
2017-RZ;bn:00082412v;mentioned;1
2017-RZ;bn:00082489v;targeted;1
2017-RZ;bn:00082531v;facilitate;1
2017-RZ;bn:00082553v;changing;2
2017-RZ;bn:00082705v;employs;1
2017-RZ;bn:00082715v;appointed;6
2017-RZ;bn:00082720v;assess;1
2017-RZ;bn:00082757v;originate;1
2017-RZ;bn:00082822v;involved;1
2017-RZ;bn:00082868v;linked;1
2017-RZ;bn:00082937v;authorizing;14
2017-RZ;bn:00083095v;rely;1
2017-RZ;bn:00083370v;regarding;3
2017-RZ;bn:00083414v;do good;1
2017-RZ;bn:00084086v;succeed;3
2017-RZ;bn:00084119v;dispersed;3
2017-RZ;bn:00084527v;handling;1
2017-RZ;bn:00084726v;focus;2
2017-RZ;bn:00084931v;selected;2
2017-RZ;bn:00085279v;cooperate;3
2017-RZ;bn:00085337v;occur;1
2017-RZ;bn:00085491v;composed;1
2017-RZ;bn:00085516v;envisaged;1
2017-RZ;bn:00085742v;projects;2
2017-RZ;bn:00085794v;coordinating;2
2017-RZ;bn:00085892v;coupling;1
2017-RZ;bn:00086008v;created;2
2017-RZ;bn:00086370v;decide;1
2017-RZ;bn:00086468v;defined;18
2017-RZ;bn:00086682v;desired;3
2017-RZ;bn:00086800v;distinguish;1
2017-RZ;bn:00086833v;elaborate;4
2017-RZ;bn:00087517v;elected;1
2017-RZ;bn:00087587v;enabling;17
2017-RZ;bn:00087826v;illustrate;5
2017-RZ;bn:00088083v;federated;6
2017-RZ;bn:00088488v;forming;1
2017-RZ;bn:00088990v;governed;3
2017-RZ;bn:00089575v;identify;2
2017-RZ;bn:00089667v;increasing;4
2017-RZ;bn:00090054v;supported;4
2017-RZ;bn:00090224v;position;1
2017-RZ;bn:00090616v;oversee;1
2017-RZ;bn:00090897v;monitoring;5
2017-RZ;bn:00091012v;specialized;1
2017-RZ;bn:00091028v;needs;13
2017-RZ;bn:00091198v;oriented;1
2017-RZ;bn:00091468v;submitted;1
2017-RZ;bn:00096151a;able;1
2017-RZ;bn:00096282a;accountable;2
2017-RZ;bn:00096366a;wide;1
2017-RZ;bn:00097350a;evident;1
2017-RZ;bn:00098994a;inherent;1
2017-RZ;bn:00099441a;central;2
2017-RZ;bn:00099443a;centralized;15
2017-RZ;bn:00099598a;main;16
2017-RZ;bn:00099882a;closed;2
2017-RZ;bn:00100148a;complex;2
2017-RZ;bn:00100194a;conceptual;1
2017-RZ;bn:00100206a;concrete;2
2017-RZ;bn:00100409a;controlled;1
2017-RZ;bn:00100485a;corporate;6
2017-RZ;bn:00100835a;cybernetic;1
2017-RZ;bn:00101004a;decentralized;2
2017-RZ;bn:00101237a;desirable;1
2017-RZ;bn:00101268a;detailed;1
2017-RZ;bn:00101348a;different;1
2017-RZ;bn:00101596a;distant;1
2017-RZ;bn:00101635a;shared;5
2017-RZ;bn:00101656a;doctoral;1
2017-RZ;bn:00102049a;efficient;3
2017-RZ;bn:00102589a;explicit;1
2017-RZ;bn:00102624a;external;5
2017-RZ;bn:00102874a;federated;6
2017-RZ;bn:00102971a;financial;2
2017-RZ;bn:00103703a;governmental;1
2017-RZ;bn:00103816a;innovative;2
2017-RZ;bn:00104162a;high;2
2017-RZ;bn:00104196a;higher;1
2017-RZ;bn:00104877a;integrated;1
2017-RZ;bn:00104971a;individual;8
2017-RZ;bn:00105210a;institutional;1
2017-RZ;bn:00107970a;organizational;45
2017-RZ;bn:00109211a;public;93
2017-RZ;bn:00109650a;related;1
2017-RZ;bn:00109742a;responsible;1
2017-RZ;bn:00110852a;socioeconomic;1
2017-RZ;bn:00111131a;standard;1
2017-RZ;bn:00111285a;strategic;3
2017-RZ;bn:00111409a;successful;1
2017-RZ;bn:00111806a;theoretical;2
2017-RZ;bn:00112354a;unavailable;1
2017-RZ;bn:00114856r;cooperatively;1
2017-RZ;bn:00130098n;communities of practice;2
2017-RZ;bn:00155848n;business application;6
2017-RZ;bn:00181492n;structurer;3
2017-RZ;bn:00188711n;project team;4
2017-RZ;bn:00194830n;exchange students;1
2017-RZ;bn:00207550n;research group;2
2017-RZ;bn:00229623n;opencourseware;1
2017-RZ;bn:00247344n;input;11
2017-RZ;bn:00309570n;technology governance;2
2017-RZ;bn:00353055n;quality;9
2017-RZ;bn:00557187n;education policy;1
2017-RZ;bn:00632106n;profit;2
2017-RZ;bn:00644737n;knowledge sharing;2
2017-RZ;bn:00708343n;iso;7
2017-RZ;bn:00751658n;government policy;3
2017-RZ;bn:00784878n;open education;3
2017-RZ;bn:00795795n;business layer;1
2017-RZ;bn:00820463n;means to an end;1
2017-RZ;bn:00875322n;cobit;2
2017-RZ;bn:00911836n;social production;2
2017-RZ;bn:00923179n;business intelligence;2
2017-RZ;bn:01058411n;process improvement;3
2017-RZ;bn:01076662n;production support;1
2017-RZ;bn:01083464n;sustainability;2
2017-RZ;bn:01097033n;modern society;1
2017-RZ;bn:01115911n;supply chain;3
2017-RZ;bn:01183478n;local communities;4
2017-RZ;bn:01222421n;impact;1
2017-RZ;bn:01225375n;cloud;2
2017-RZ;bn:01228887n;domain expert;3
2017-RZ;bn:01315071n;storage network;1
2017-RZ;bn:01381379n;public value;4
2017-RZ;bn:01578534n;benkler;1
2017-RZ;bn:01585408n;mintzberg;5
2017-RZ;bn:01631699n;sloan school;4
2017-RZ;bn:01674275n;collaborative network;2
2017-RZ;bn:01674281n;corporate governance;5
2017-RZ;bn:01679061n;internal production;1
2017-RZ;bn:01718454n;peer production;3
2017-RZ;bn:01723987n;business strategy;3
2017-RZ;bn:01740508n;project leader;2
2017-RZ;bn:01749337n;peers;1
2017-RZ;bn:01750387n;peer review;4
2017-RZ;bn:01787886n;sociocracy;14
2017-RZ;bn:01864192n;management technology;1
2017-RZ;bn:01877853n;cipfa;1
2017-RZ;bn:01905043n;service level;1
2017-RZ;bn:01996781n;risk management;1
2017-RZ;bn:02161285n;scm;3
2017-RZ;bn:02250947n;core business;2
2017-RZ;bn:02286778n;systems research;2
2017-RZ;bn:02298190n;common resources;1
2017-RZ;bn:02373675n;service quality;1
2017-RZ;bn:02387665n;collaboration;2
2017-RZ;bn:02410079n;social impact;2
2017-RZ;bn:02422212n;open innovation;7
2017-RZ;bn:02438777n;volunteers;1
2017-RZ;bn:02541225n;benefit management;1
2017-RZ;bn:02590890n;mooc;2
2017-RZ;bn:02631373n;objectif;2
2017-RZ;bn:02704819n;cost reduction;1
2017-RZ;bn:02708132n;public sector;11
2017-RZ;bn:02745741n;oecd;3
2017-RZ;bn:02763125n;web designer;1
2017-RZ;bn:02788029n;business process;6
2017-RZ;bn:02796955n;long run;1
2017-RZ;bn:02797682n;education in sweden;2
2017-RZ;bn:02988283n;bologna process;2
2017-RZ;bn:03084092n;customer satisfaction;2
2017-RZ;bn:03086464n;emergence;1
2017-RZ;bn:03088982n;configurability;1
2017-RZ;bn:03119617n;flat organizations;1
2017-RZ;bn:03124054n;business plan;2
2017-RZ;bn:03146602n;conflict resolution;1
2017-RZ;bn:03150606n;performance management;1
2017-RZ;bn:03163053n;learning communities;1
2017-RZ;bn:03169812n;performance measurement;7
2017-RZ;bn:03240655n;community organizations;2
2017-RZ;bn:03255669n;mobile service providers;1
2017-RZ;bn:03263193n;analytics;1
2017-RZ;bn:03272457n;grid computing;1
2017-RZ;bn:03277764n;higher level;1
2017-RZ;bn:03288118n;wikipedia;2
2017-RZ;bn:03298514n;flexibility;2
2017-RZ;bn:03312533n;balance scorecard;1
2017-RZ;bn:03326757n;producers;1
2017-RZ;bn:03376135n;information systems research;2
2017-RZ;bn:03416394n;exception;2
2017-RZ;bn:03423313n;recommendations;3
2017-RZ;bn:03439996n;organizational structure;8
2017-RZ;bn:03507965n;systems science;1
2017-RZ;bn:03515332n;soa;1
2017-RZ;bn:03516049n;rector;1
2017-RZ;bn:03557185n;crm;3
2017-RZ;bn:03596061n;knowledge management;2
2017-RZ;bn:03617553n;enterprise modeling;2
2017-RZ;bn:03621705n;voip;1
2017-RZ;bn:03640362n;governance of it;5
2017-RZ;bn:03650303n;service level agreements;1
2017-RZ;bn:03672158n;duopolies;1
2017-RZ;bn:03681714n;security communities;1
2017-RZ;bn:03719298n;service delivery;1
2017-RZ;bn:03732241n;distributed application;1
2017-RZ;bn:03825492n;erp;3
2017-RZ;bn:03829718n;ance;1
2017-RZ;bn:03883152n;stakeholders;4
2017-RZ;bn:13851171n;formal education;1
2017-RZ;bn:14041174n;virtual organization;2
2017-RZ;bn:14165624n;service provider;1
2017-RZ;bn:14456945n;manager;2
2017-RZ;bn:14460328n;holacracy;2
2017-RZ;bn:14498183n;business it alignment;1
2017-RZ;bn:14863972n;isaca;1
2017-RZ;bn:14956284n;failures;1
2017-RZ;bn:15125301n;system;10
2017-RZ;bn:15461290n;fixed position;1
2017-RZ;bn:15961859n;curve;1
2017-RZ;bn:16734104n;social network;5
2017-RZ;bn:16831223n;context model;15
2017-RZ;bn:17191954n;decentralized decision making;10
2017-ZR;bn:00000300n;compliance;1
2017-ZR;bn:00000318n;ability;1
2017-ZR;bn:00000551n;faculty member;1
2017-ZR;bn:00000552n;university administration;2
2017-ZR;bn:00000562n;academic years;1
2017-ZR;bn:00000670n;availability;1
2017-ZR;bn:00000708n;accommodation;1
2017-ZR;bn:00000724n;achievement;2
2017-ZR;bn:00000870n;success;1
2017-ZR;bn:00001296n;addition;1
2017-ZR;bn:00001426n;governance;58
2017-ZR;bn:00001887n;ag;1
2017-ZR;bn:00001961n;authority;3
2017-ZR;bn:00002179n;target;1
2017-ZR;bn:00002740n;alignment;3
2017-ZR;bn:00005095n;application;1
2017-ZR;bn:00005105n;technology;4
2017-ZR;bn:00005598n;arguer;1
2017-ZR;bn:00006504n;assets;1
2017-ZR;bn:00007287n;authors;2
2017-ZR;bn:00007366n;automation;1
2017-ZR;bn:00007985n;study;3
2017-ZR;bn:00008794n;infrastructure;5
2017-ZR;bn:00009657n;behavior;5
2017-ZR;bn:00011888n;bologna;6
2017-ZR;bn:00012681n;head;1
2017-ZR;bn:00013379n;union;1
2017-ZR;bn:00014137n;business;22
2017-ZR;bn:00014142n;business sector;1
2017-ZR;bn:00015915n;cards;1
2017-ZR;bn:00016287n;implementation;2
2017-ZR;bn:00016413n;type;2
2017-ZR;bn:00017124n;core;7
2017-ZR;bn:00017196n;centralization;1
2017-ZR;bn:00019073n;cid;2
2017-ZR;bn:00019285n;citizens;1
2017-ZR;bn:00019374n;government employees;1
2017-ZR;bn:00019763n;customer;3
2017-ZR;bn:00020358n;developers;4
2017-ZR;bn:00020452n;process;33
2017-ZR;bn:00020647n;university students;2
2017-ZR;bn:00021127n;european union;1
2017-ZR;bn:00021221n;communication;6
2017-ZR;bn:00021248n;community;7
2017-ZR;bn:00021383n;complexity;1
2017-ZR;bn:00021394n;factor;3
2017-ZR;bn:00021497n;software;4
2017-ZR;bn:00021547n;concept;3
2017-ZR;bn:00021551n;innovation;4
2017-ZR;bn:00021769n;conflict;2
2017-ZR;bn:00021961n;results;10
2017-ZR;bn:00022007n;integration;3
2017-ZR;bn:00022095n;consumer;2
2017-ZR;bn:00022168n;context;10
2017-ZR;bn:00022379n;transport;1
2017-ZR;bn:00022452n;cooperation;1
2017-ZR;bn:00022467n;coordinator;2
2017-ZR;bn:00022991n;creation;6
2017-ZR;bn:00023236n;state;5
2017-ZR;bn:00023295n;curriculum;1
2017-ZR;bn:00023853n;criteria;1
2017-ZR;bn:00024712n;network;1
2017-ZR;bn:00025691n;decentralization;2
2017-ZR;bn:00025693n;decision making;11
2017-ZR;bn:00026534n;erasmus;8
2017-ZR;bn:00026550n;desires;1
2017-ZR;bn:00026980n;education;6
2017-ZR;bn:00027523n;treatment;1
2017-ZR;bn:00028142n;domain;2
2017-ZR;bn:00029687n;ecosystem;4
2017-ZR;bn:00029806n;student;21
2017-ZR;bn:00029876n;effectiveness;1
2017-ZR;bn:00030609n;empirical study;1
2017-ZR;bn:00030721n;goal;20
2017-ZR;bn:00030747n;risk;1
2017-ZR;bn:00031027n;entities;4
2017-ZR;bn:00031973n;evaluation;1
2017-ZR;bn:00032306n;experience;2
2017-ZR;bn:00032322n;expert;1
2017-ZR;bn:00032658n;sect;3
2017-ZR;bn:00033729n;way;8
2017-ZR;bn:00035907n;kind;1
2017-ZR;bn:00036197n;framework;4
2017-ZR;bn:00036202n;france;1
2017-ZR;bn:00041942n;group;3
2017-ZR;bn:00043358n;health;1
2017-ZR;bn:00044107n;higher education;4
2017-ZR;bn:00045161n;relationships;4
2017-ZR;bn:00045800n;idea;1
2017-ZR;bn:00046516n;individuals;4
2017-ZR;bn:00046702n;background;2
2017-ZR;bn:00046705n;information;2
2017-ZR;bn:00046996n;insurance;1
2017-ZR;bn:00047021n;reason;1
2017-ZR;bn:00047177n;internships;1
